Metabolite name	Metabolite name	Metabolite description	Charged Metabolite formula	Metabolite charge	Metabolite Compartment	Metabolite KeggID	Metabolite PubChemID	Metabolite CheBI ID
ascb-L[e]	ascb-L	L-Ascorbate	C6H8O6	0	extra-organism	C00072	3372	 29073 38290
ascb-L[p]	ascb-L	L-Ascorbate	C6H8O6	0	periplasm	C00072	3372	 29073 38290
asn-L[c]	asn-L	L-Asparagine	C4H8N2O3	0	cytoplasm	C00152	3452	17196
asn-L[e]	asn-L	L-Asparagine	C4H8N2O3	0	extra-organism	C00152	3452	17196
asn-L[p]	asn-L	L-Asparagine	C4H8N2O3	0	periplasm	C00152	3452	17196
asntrna[c]	asntrna	L-Asparaginyl-tRNA-Asn	C14H23N2O12PR2	1	cytoplasm	C03402	6232	29265
aso3[e]	aso3	arsenite	AsO3	-3	extra-organism	C06697	8922	29866
aso3[p]	aso3	arsenite	AsO3	-3	periplasm	C06697	8922	29866
asp-L[c]	asp-L	L-Aspartate	C4H6NO4	-1	cytoplasm	C00049	3351	17053
asp-L[e]	asp-L	L-Aspartate	C4H6NO4	-1	extra-organism	C00049	3351	17053
asp-L[p]	asp-L	L-Aspartate	C4H6NO4	-1	periplasm	C00049	3351	17053
aspsa[c]	aspsa	L-Aspartate-4-semialdehyde	C4H7NO3	0	cytoplasm	C00441	3730	 13086 18051
asptrna[c]	asptrna	L-Aspartyl-tRNA-Asp	C4H5NO3R	0	cytoplasm	C02984	5893	29158
athr-L[c]	athr-L	L-Allo-threonine	C4H9NO3	0	cytoplasm	C05519	7864	28718
atp[c]	atp	ATP	C10H12N5O13P3	-4	cytoplasm	C00002	3304	15422
au[c]	au	Gold-Au	Au	1	cytoplasm			29287
au[p]	au	Gold-Au	Au	1	periplasm			29287
b2coa[c]	b2coa	Crotonoyl-CoA	C25H36N7O17P3S	-4	cytoplasm	C00877	4133	
bbtcoa[c]	bbtcoa	gamma-butyrobetainyl-CoA	C28H46N8O17P3S	-3	cytoplasm		726??6196	28684
bglycogen[c]	bglycogen	branching-glycogen	C6H10O5	0	cytoplasm			
btcoa[c]	btcoa	Butanoyl-CoA	C25H38N7O17P3S	-4	cytoplasm	C00136	3436	15517
btn[c]	btn	Biotin	C10H15N2O3S	-1	cytoplasm	C00120	3420	15956
btnso[c]	btnso	d-biotin-d-sulfoxide	C10H15N2O4S	-1	cytoplasm			
but2eACP[c]	but2eACP	But-2-enoyl-acyl-carrier-protein	C388H607O143N96P1S3	-1	cytoplasm	C04246	6911	
butACP[c]	butACP	Butyryl-ACP-n-C40ACP	C388H609O143N96P1S3	-1	cytoplasm	C05745	8040	
but[e]	but	Butyrate-n-C40	C4H7O2	-1	extra-organism	C00246	3545	30772
but[p]	but	Butyrate-n-C40	C4H7O2	-1	periplasm	C00246	3545	30772
butso3[e]	butso3	butanesulfonate	C4H9O3S	-1	extra-organism			
butso3[p]	butso3	butanesulfonate	C4H9O3S	-1	periplasm			
ca2[c]	ca2	Calcium	Ca	2	cytoplasm	C00076	3376	29108
ca2[e]	ca2	Calcium	Ca	2	extra-organism	C00076	3376	29108
ca2[p]	ca2	Calcium	Ca	2	periplasm	C00076	3376	29108
camp[c]	camp	cAMP	C10H11N5O6P	-1	cytoplasm	C00575	3854	17489
cbasp[c]	cbasp	N-Carbamoyl-L-aspartate	C5H6N2O5	-2	cytoplasm	C00438	3727	15859
cbi[c]	cbi	Cobinamide	C48H72CoN11O8	0	cytoplasm	C05774	8069	28956
cbi[e]	cbi	Cobinamide	C48H72CoN11O8	0	extra-organism	C05774	8069	28956
cbi[p]	cbi	Cobinamide	C48H72CoN11O8	0	periplasm	C05774	8069	28956
cbl1[c]	cbl1	Cob-I-alamin	C62H88CoN13O14P	-1	cytoplasm	C00853	4110	15982
cbl1[e]	cbl1	Cob-I-alamin	C62H88CoN13O14P	-1	extra-organism	C00853	4110	15982
cbl1[p]	cbl1	Cob-I-alamin	C62H88CoN13O14P	-1	periplasm	C00853	4110	15982
cbp[c]	cbp	Carbamoyl-phosphate	CH2NO5P	-2	cytoplasm	C00169	3469	17672
cd2[c]	cd2	Cadmium	Cd	2	cytoplasm	C01413	4601	48775
cd2[e]	cd2	Cadmium	Cd	2	extra-organism	C01413	4601	48775
cd2[p]	cd2	Cadmium	Cd	2	periplasm	C01413	4601	48775
cddec5eACP[c]	cddec5eACP	cis-dodec-5-enoyl-acyl-carrier-protein-n-C121	C396H623O143N96P1S3	-1	cytoplasm			
cdec3eACP[c]	cdec3eACP	cis-dec-3-enoyl-acyl-carrier-protein-n-C101	C394H619O143N96P1S3	-1	cytoplasm			
cdp[c]	cdp	CDP	C9H12N3O11P2	-3	cytoplasm	C00112	3412	17239
cdp4dh36ddglc[c]	cdp4dh36ddglc	CDP-4-dehydro-3-6-dideoxy-D-glucose	C15H21N3O14P2	-2	cytoplasm	C04297	6956	17817
cdp4dh6doglc[c]	cdp4dh6doglc	CDP-4-dehydro-6-deoxy-D-glucose	C15H21N3O15P2	-2	cytoplasm	C01219	4441	17494
cdpabeq[c]	cdpabeq	CDP-abequose	C15H23N3O14P2	-2	cytoplasm	C01788	4916	16049
cdpdddecg[c]	cdpdddecg	CDP-1-2-didodecanoylglycerol	C36H63N3O15P2	-2	cytoplasm	C00269	3567	
cdpglc[c]	cdpglc	CDP-glucose	C15H23N3O16P2	-2	cytoplasm	C00501	3784	
cdpdhdec9eg[c]	cdpdhdec9eg	CDP-1-2-dihexadec-9-enoylglycerol	C44H75N3O15P2	-2	cytoplasm	C00269	3567	
cdpdhdecg[c]	cdpdhdecg	CDP-1-2-dihexadecanoylglycerol	C44H79N3O15P2	-2	cytoplasm	C00269	3567	
cdpdodec11eg[c]	cdpdodec11eg	CDP-1-2-dioctadec-11-enoylglycerol	C48H83N3O15P2	-2	cytoplasm	C00269	3567	
cdpdodecg[c]	cdpdodecg	CDP-1-2-dioctadecanoylglycerol	C48H87N3O15P2	-2	cytoplasm	C00269	3567	
cdpdtdec7eg[c]	cdpdtdec7eg	CDP-1-2-ditetradec-7-enoylglycerol	C40H67N3O15P2	-2	cytoplasm	C00269	3567	
cdpdtdecg[c]	cdpdtdecg	CDP-1-2-ditetradecanoylglycerol	C40H71N3O15P2	-2	cytoplasm	C00269	3567	
cgly[c]	cgly	Cys-Gly	C5H10N2O3S	0	cytoplasm	C01419	4606	4047
cgly[e]	cgly	Cys-Gly	C5H10N2O3S	0	extra-organism	C01419	4606	4047
cgly[p]	cgly	Cys-Gly	C5H10N2O3S	0	periplasm	C01419	4606	4047
chol[c]	chol	Choline	C5H14NO	1	cytoplasm	C00114	3414	15354
chol[e]	chol	Choline	C5H14NO	1	extra-organism	C00114	3414	15354
chol[p]	chol	Choline	C5H14NO	1	periplasm	C00114	3414	15354
chor[c]	chor	chorismate	C10H8O6	-2	cytoplasm	C00251	3550	17333
cit[c]	cit	Citrate	C6H5O7	-3	cytoplasm	C00158	3458	30769
cit[e]	cit	Citrate	C6H5O7	-3	extra-organism	C00158	3458	30769
cit[p]	cit	Citrate	C6H5O7	-3	periplasm	C00158	3458	30769
citr-L[c]	citr-L	L-Citrulline	C6H13N3O3	0	cytoplasm	C00327	3621	16349
ckdo[c]	ckdo	CMP-3-deoxy-D-manno-octulosonate	C17H24N3O15P	-2	cytoplasm	C04121	6808	
cl[c]	cl	Chloride	Cl	-1	cytoplasm	C00115	3415	17996
cl[e]	cl	Chloride	Cl	-1	extra-organism	C00115	3415	17996
cl[p]	cl	Chloride	Cl	-1	periplasm	C00115	3415	17996
clpn120[p]	clpn120	cardiolipin-tetradodecanoyl-n-C120	C57H108O17P2	-2	periplasm	C05980	8259	
clpn140[p]	clpn140	cardiolipin-tetratetradecanoyl-n-C140	C65H124O17P2	-2	periplasm	C05980	8259	
clpn141[p]	clpn141	cardiolipin-tetratetradec-7-enoyl-n-C141	C65H116O17P2	-2	periplasm	C05980	8259	
clpn160[p]	clpn160	cardiolipin-tetrahexadecanoyl-n-C160	C73H140O17P2	-2	periplasm	C05980	8259	
clpn161[p]	clpn161	cardiolipin-tetrahexadec-9-enoyl-n-C161	C73H132O17P2	-2	periplasm	C05980	8259	
clpn180[p]	clpn180	cardiolipin-tetraoctadecanoyl-n-C180	C81H156O17P2	-2	periplasm	C05980	8259	
clpn181[p]	clpn181	cardiolipin-tetraoctadec-11-enoyl-n-C181	C81H148O17P2	-2	periplasm	C05980	8259	
cmp[c]	cmp	CMP	C9H12N3O8P	-2	cytoplasm	C00055	3357	17361
cmp[e]	cmp	CMP	C9H12N3O8P	-2	extra-organism	C00055	3357	17361
cmp[p]	cmp	CMP	C9H12N3O8P	-2	periplasm	C00055	3357	17361
co2[c]	co2	CO2	CO2	0	cytoplasm	C00011	3313	16526
co2[e]	co2	CO2	CO2	0	extra-organism	C00011	3313	16526
co2[p]	co2	CO2	CO2	0	periplasm	C00011	3313	16526
coa[c]	coa	Coenzyme-A	C21H32N7O16P3S	-4	cytoplasm	C00010	3312	15346
cob1nda[c]	cob1nda	Cob-I-yrinate-a-c-diamide	C45H56CoN6O12	-5	cytoplasm	C06505	8736	28531
cob2nda[c]	cob2nda	Cob-II-yrinate-a-c-diamide	C45H56CoN6O12	-4	cytoplasm	C06504	8735	27937
cobalt2[c]	cobalt2	Co2	Co	2	cytoplasm	C00175	3475	27638
cobalt2[e]	cobalt2	Co2	Co	2	extra-organism	C00175	3475	27638
cobalt2[p]	cobalt2	Co2	Co	2	periplasm	C00175	3475	27638
cobn[c]	cobn	Cobyrinate	C45H52CoN4O14	-6	cytoplasm	C05773	8068	33907
codscl2[c]	codscl2	Cobalt-precorrin-2	C42H39CoN4O16	-7	cytoplasm	C11538	13705	
codscl3[c]	codscl3	Cobalt-precorrin-3	C43H41CoN4O16	-7	cytoplasm	C11539	13706	
codscl4[c]	codscl4	Cobalt-precorrin-4	C44H44CoN4O16	-6	cytoplasm	C11540	13707	
codscl5a[c]	codscl5a	Cobalt-precorrin-5a	C45H46CoN4O16	-6	cytoplasm	C16242		
codscl5b[c]	codscl5b	Cobalt-precorrin-5b	C43H43CoN4O16	-7	cytoplasm	C16243		
codscl6a[c]	codscl6a	Cobalt-precorrin-6a	C44H45CoN4O16	-7	cytoplasm	C11542	13709	
codscl6b[c]	codscl6b	Cobalt-precorrin-6b	C44H47CoN4O16	-7	cytoplasm	C11543	13710	
codscl7[c]	codscl7	Cobalt-precorrin-7	C45H49CoN4O16	-7	cytoplasm	C16244		
codscl8x[c]	codscl8x	Cobalt-precorrin-8x	C45H52CoN4O14	-6	cytoplasm	C11545	13712	
colipa[c]	colipa	core-oligosaccharide-lipid-A	C176H303N2O100P4	-11	cytoplasm			
colipa[e]	colipa	core-oligosaccharide-lipid-A	C176H303N2O100P4	-11	extra-organism			
colipa[p]	colipa	core-oligosaccharide-lipid-A	C176H303N2O100P4	-11	periplasm			
colipa20Oag[e]	colipa20Oag	O-antigen-x20-core-oligosaccharide-lipid-A	C656H1103N2O440P4	-11	extra-organism			
colipa20Oag[p]	colipa20Oag	O-antigen-x20-core-oligosaccharide-lipid-A	C656H1103N2O440P4	-11	periplasm			
cpe160[c]	cpe160	cyclopropane-phosphatidylethanolamine-dihexadec-9-10-cyclo-anoyl-n-C160-cyclo	C39H74N1O8P1	0	cytoplasm			
cpe180[c]	cpe180	cyclopropane-phosphatidylethanolamine-dioctadec-11-12-cyclo-anoyl-n-C180-cyclo	C43H82N1O8P1	0	cytoplasm			
cpg160[c]	cpg160	cyclopropane-phosphatidylglycerol-dihexadec-9-10-cyclo-anoyl-n-C160-cyclo	C40H74O10P1	-1	cytoplasm			
cpg180[c]	cpg180	cyclopropane-phosphatidylglycerol-dioctadec-11-12-cyclo-anoyl-n-C180-cyclo	C44H82O10P1	-1	cytoplasm			
cpgn[c]	cpgn	coprogen	C35H52N6O13Fe	-1	cytoplasm			
cpgn[e]	cpgn	coprogen	C35H52N6O13Fe	-1	extra-organism			
cpgn[p]	cpgn	coprogen	C35H52N6O13Fe	-1	periplasm			
cpgn-un[c]	cpgn-un	coprogen-unloaded-no-Fe-III	C35H52N6O13	-4	cytoplasm			
cpgn-un[e]	cpgn-un	coprogen-unloaded-no-Fe-III	C35H52N6O13	-4	extra-organism			
cpgn-un[p]	cpgn-un	coprogen-unloaded-no-Fe-III	C35H52N6O13	-4	periplasm			
cpppg3[c]	cpppg3	Coproporphyrinogen-III	C36H40N4O8	-4	cytoplasm	C03263	6127	15439
crnDcoa[c]	crnDcoa	D-carnitinyl-CoA	C28H46N8O18P3S	-3	cytoplasm		605	
crn-D[c]	crn-D	D-Carnitine	C7H15NO3	0	cytoplasm	C00487	3770	3424
crn-D[p]	crn-D	D-Carnitine	C7H15NO3	0	periplasm	C00487	3770	3424
crn[c]	crn	L-Carnitine	C7H15NO3	0	cytoplasm	C00318	3612	16347
crn[e]	crn	L-Carnitine	C7H15NO3	0	extra-organism	C00318	3612	16347
crn[p]	crn	L-Carnitine	C7H15NO3	0	periplasm	C00318	3612	16347
crncoa[c]	crncoa	L-Carnitinyl-CoA	C28H46N8O18P3S	-3	cytoplasm			
csn[c]	csn	Cytosine	C4H5N3O	0	cytoplasm	C00380	3670	16040
csn[e]	csn	Cytosine	C4H5N3O	0	extra-organism	C00380	3670	16040
csn[p]	csn	Cytosine	C4H5N3O	0	periplasm	C00380	3670	16040
ctbt[c]	ctbt	crotonobetaine	C7H13NO2	0	cytoplasm	C04114	6803	1774
ctbt[p]	ctbt	crotonobetaine	C7H13NO2	0	periplasm	C04114	6803	1774
ctbtcoa[c]	ctbtcoa	crotonobetainyl-CoA	C28H44N8O17P3S	-3	cytoplasm		591??6196	28684
ctp[c]	ctp	CTP	C9H12N3O14P3	-4	cytoplasm	C00063	3363	17677
cu2[c]	cu2	Cu2	Cu	2	cytoplasm	C00070	3370	28694
cu2[e]	cu2	Cu2	Cu	2	extra-organism	C00070	3370	28694
cu2[p]	cu2	Cu2	Cu	2	periplasm	C00070	3370	28694
cu[c]	cu	Cu	Cu	1	cytoplasm			49552
cu[e]	cu	Cu	Cu	1	extra-organism			49552
cu[p]	cu	Cu	Cu	1	periplasm			49552
cyan[c]	cyan	Hydrogen-cyanide	CHN	0	cytoplasm	C01326	4537	18407
cyan[e]	cyan	Hydrogen-cyanide	CHN	0	extra-organism	C01326	4537	18407
cyan[p]	cyan	Hydrogen-cyanide	CHN	0	periplasm	C01326	4537	18407
cynt[e]	cynt	Cyanate	CNO	-1	extra-organism	C01417	4604	28024
cynt[p]	cynt	Cyanate	CNO	-1	periplasm	C01417	4604	28024
cys-D[e]	cys-D	D-Cysteine	C3H7NO2S	0	extra-organism	C00793	4051	16375
cys-D[p]	cys-D	D-Cysteine	C3H7NO2S	0	periplasm	C00793	4051	16375
cys-L[c]	cys-L	L-Cysteine	C3H7NO2S	0	cytoplasm	C00097	3397	17561
cys-L[e]	cys-L	L-Cysteine	C3H7NO2S	0	extra-organism	C00097	3397	17561
cys-L[p]	cys-L	L-Cysteine	C3H7NO2S	0	periplasm	C00097	3397	17561
cysi-L[c]	cysi-L	L-Cystine	C6H12N2O4S2	0	cytoplasm	C00491	3774	16283
cysi-L[e]	cysi-L	L-Cystine	C6H12N2O4S2	0	extra-organism	C00491	3774	16283
cysi-L[p]	cysi-L	L-Cystine	C6H12N2O4S2	0	periplasm	C00491	3774	16283
cyst-L[c]	cyst-L	L-Cystathionine	C7H14N2O4S	0	cytoplasm	C02291	5347	17482
cystrna[c]	cystrna	L-Cysteinyl-tRNA-Cys	C3H6NOSR	1	cytoplasm	C03125	6018	29152
cytd[c]	cytd	Cytidine	C9H13N3O5	0	cytoplasm	C00475	3758	17562
cytd[e]	cytd	Cytidine	C9H13N3O5	0	extra-organism	C00475	3758	17562
cytd[p]	cytd	Cytidine	C9H13N3O5	0	periplasm	C00475	3758	17562
dad-2[c]	dad-2	Deoxyadenosine	C10H13N5O3	0	cytoplasm	C00559	3839	17256
dad-2[e]	dad-2	Deoxyadenosine	C10H13N5O3	0	extra-organism	C00559	3839	17256
dad-2[p]	dad-2	Deoxyadenosine	C10H13N5O3	0	periplasm	C00559	3839	17256
dad-5[c]	dad-5	5-Deoxyadenosine	C10H13N5O3	0	cytoplasm	C05198	7603	17319
dadp[c]	dadp	dADP	C10H12N5O9P2	-3	cytoplasm	C00206	3506	16174
damp[c]	damp	dAMP	C10H12N5O6P	-2	cytoplasm	C00360	3651	17713
damp[e]	damp	dAMP	C10H12N5O6P	-2	extra-organism	C00360	3651	17713
damp[p]	damp	dAMP	C10H12N5O6P	-2	periplasm	C00360	3651	17713
dann[c]	dann	7-8-Diaminononanoate	C9H21N2O2	1	cytoplasm	C01037	4280	2247
datp[c]	datp	dATP	C10H12N5O12P3	-4	cytoplasm	C00131	3431	16284
db4p[c]	db4p	3-4-dihydroxy-2-butanone-4-phosphate	C4H7O6P	-2	cytoplasm	C15556	17396548	
dc2coa[c]	dc2coa	trans-Dec-2-enoyl-CoA	C31H48N7O17P3S	-4	cytoplasm	C05275	7662	10723
dcaACP[c]	dcaACP	Decanoyl-ACP-n-C100ACP	C394H621O143N96P1S3	-1	cytoplasm	C05755	8050	
dca[c]	dca	Decanoate-n-C100	C10H19O2	-1	cytoplasm	C01571	4728	30813
dca[e]	dca	Decanoate-n-C100	C10H19O2	-1	extra-organism	C01571	4728	30813
dca[p]	dca	Decanoate-n-C100	C10H19O2	-1	periplasm	C01571	4728	30813
dcacoa[c]	dcacoa	Decanoyl-CoA-n-C100CoA	C31H50N7O17P3S	-4	cytoplasm	C05274	7661	28493
dcamp[c]	dcamp	N6-1-2-Dicarboxyethyl-AMP	C14H14N5O11P	-4	cytoplasm	C03794	6543	15919
dcdp[c]	dcdp	dCDP	C9H12N3O10P2	-3	cytoplasm	C00705	3972	
dcmp[c]	dcmp	dCMP	C9H12N3O7P	-2	cytoplasm	C00239	3538	15918
dcmp[e]	dcmp	dCMP	C9H12N3O7P	-2	extra-organism	C00239	3538	15918
dcmp[p]	dcmp	dCMP	C9H12N3O7P	-2	periplasm	C00239	3538	15918
dctp[c]	dctp	dCTP	C9H12N3O13P3	-4	cytoplasm	C00458	3742	16311
dcyt[c]	dcyt	Deoxycytidine	C9H13N3O4	0	cytoplasm	C00881	4137	15698
dcyt[e]	dcyt	Deoxycytidine	C9H13N3O4	0	extra-organism	C00881	4137	15698
dcyt[p]	dcyt	Deoxycytidine	C9H13N3O4	0	periplasm	C00881	4137	15698
dd2coa[c]	dd2coa	trans-Dodec-2-enoyl-CoA	C33H52N7O17P3S	-4	cytoplasm	C03221	6094	15471
ddcaACP[c]	ddcaACP	Dodecanoyl-ACP-n-C120ACP	C396H625O143N96P1S3	-1	cytoplasm	C05223	7620	
ddca[c]	ddca	Dodecanoate-n-C120	C12H23O2	-1	cytoplasm	C02679	5649	30805
ddca[e]	ddca	Dodecanoate-n-C120	C12H23O2	-1	extra-organism	C02679	5649	30805
ddca[p]	ddca	Dodecanoate-n-C120	C12H23O2	-1	periplasm	C02679	5649	30805
ddcacoa[c]	ddcacoa	Dodecanoyl-CoA-n-C120CoA	C33H54N7O17P3S	-4	cytoplasm	C01832	4951	15521
dgdp[c]	dgdp	dGDP	C10H12N5O10P2	-3	cytoplasm	C00361	3652	28862
dgmp[c]	dgmp	dGMP	C10H12N5O7P	-2	cytoplasm	C00362	3653	16192
dgmp[e]	dgmp	dGMP	C10H12N5O7P	-2	extra-organism	C00362	3653	16192
dgmp[p]	dgmp	dGMP	C10H12N5O7P	-2	periplasm	C00362	3653	16192
dgsn[c]	dgsn	Deoxyguanosine	C10H13N5O4	0	cytoplasm	C00330	3624	17172
dgsn[e]	dgsn	Deoxyguanosine	C10H13N5O4	0	extra-organism	C00330	3624	17172
dgsn[p]	dgsn	Deoxyguanosine	C10H13N5O4	0	periplasm	C00330	3624	17172
dgtp[c]	dgtp	dGTP	C10H12N5O13P3	-4	cytoplasm	C00286	3581	16497
dha[c]	dha	Dihydroxyacetone	C3H6O3	0	cytoplasm	C00184	3484	16016
dha[e]	dha	Dihydroxyacetone	C3H6O3	0	extra-organism	C00184	3484	16016
dha[p]	dha	Dihydroxyacetone	C3H6O3	0	periplasm	C00184	3484	16016
dhap[c]	dhap	Dihydroxyacetone-phosphate	C3H5O6P	-2	cytoplasm	C00111	3411	16108
dhf[c]	dhf	7-8-Dihydrofolate	C19H19N7O6	-2	cytoplasm	C00415	3705	15633
dhna[c]	dhna	1-4-Dihydroxy-2-naphthoate	C11H7O4	-1	cytoplasm	C03657	6435	18094
dhnpt[c]	dhnpt	Dihydroneopterin	C9H13N5O4	0	cytoplasm	C04874	7426	17001
dhor-S[c]	dhor-S	S-Dihydroorotate	C5H5N2O4	-1	cytoplasm	C00337	3630	17025
dhpmp[c]	dhpmp	Dihydroneopterin-monophosphate	C9H12N5O7P	-2	cytoplasm	C05925	8213	48954
dhpt[c]	dhpt	Dihydropteroate	C14H13N6O3	-1	cytoplasm	C00921	4175	4581
dhptd[c]	dhptd	4-5-dihydroxy-2-3-pentanedione	C5H8O4	0	cytoplasm	C11838	14000	
didp[c]	didp	dIDP	C10H11N4O10P2	-3	cytoplasm	C01344	4549	
dimp[c]	dimp	dIMP	C10H11N4O7P	-2	cytoplasm	C06196	8446	28806
dimp[e]	dimp	dIMP	C10H11N4O7P	-2	extra-organism	C06196	8446	28806
dimp[p]	dimp	dIMP	C10H11N4O7P	-2	periplasm	C06196	8446	28806
din[c]	din	Deoxyinosine	C10H12N4O4	0	cytoplasm	C05512	7859	28997
din[e]	din	Deoxyinosine	C10H12N4O4	0	extra-organism	C05512	7859	28997
din[p]	din	Deoxyinosine	C10H12N4O4	0	periplasm	C05512	7859	28997
ditp[c]	ditp	dITP	C10H11N4O13P3	-4	cytoplasm	C01345	4550	
dkmpp[c]	dkmpp	2-3-diketo-5-methylthio-1-phosphopentane	C6H9O6PS	-2	cytoplasm	C15650	17396640	
dmbzid[c]	dmbzid	5-6-Dimethylbenzimidazole	C9H10N2	0	cytoplasm	C03114	6009	15890
dmlz[c]	dmlz	6-7-Dimethyl-8-1-D-ribityl-lumazine	C13H18N4O6	0	cytoplasm	C04332	6983	17601
dmpp[c]	dmpp	Dimethylallyl-diphosphate	C5H9O7P2	-3	cytoplasm	C00235	3534	16057
dms[e]	dms	Dimethyl-sulfide	C2H6S	0	extra-organism	C00580	3859	17437
dms[p]	dms	Dimethyl-sulfide	C2H6S	0	periplasm	C00580	3859	17437
dmso[e]	dmso	Dimethyl-sulfoxide	C2H6OS	0	extra-organism	C11143	13325	28262
dmso[p]	dmso	Dimethyl-sulfoxide	C2H6OS	0	periplasm	C11143	13325	28262
dnad[c]	dnad	Deamino-NAD	C21H24N6O15P2	-2	cytoplasm	C00857	4114	18304
dopa[e]	dopa	Dopamine	C8H12NO2	1	extra-organism	C03758	6517	18243
dopa[p]	dopa	Dopamine	C8H12NO2	1	periplasm	C03758	6517	18243
dpcoa[c]	dpcoa	Dephospho-CoA	C21H33N7O13P2S	-2	cytoplasm	C00882	4138	15468
dsbaox[p]	dsbaox	periplasmic-protein-disulfide-isomerase-I-oxidized	X	0	periplasm			
dsbard[p]	dsbard	periplasmic-protein-disulfide-isomerase-I-reduced	XH2	0	periplasm			
dsbcox[p]	dsbcox	protein-disulfide-isomerase-II-oxidized	X	0	periplasm			
dsbcrd[p]	dsbcrd	protein-disulfide-isomerase-II-reduced	XH2	0	periplasm			
dsbdox[c]	dsbdox	fused-thioldisulfide-interchange-protein-oxidized	X	0	cytoplasm			
dsbdrd[c]	dsbdrd	fused-thioldisulfide-interchange-protein-reduced	XH2	0	cytoplasm			
dsbgox[p]	dsbgox	periplasmic-disulfide-isomerasethiol-disulphide-oxidase-oxidized	X	0	periplasm			
dsbgrd[p]	dsbgrd	periplasmic-disulfide-isomerasethiol-disulphide-oxidase-reduced	XH2	0	periplasm			
dscl[c]	dscl	dihydrosirohydrochlorin	C42H41N4O16	-7	cytoplasm	C02463	5480	
dtbt[c]	dtbt	Dethiobiotin	C10H17N2O3	-1	cytoplasm	C01909	5017	16691
dtdp4aaddg[c]	dtdp4aaddg	dTDP-4-acetamido-4-6-dideoxy-D-galactose	C18H27N3O15P2	-2	cytoplasm		8290	28294
dtdp4addg[c]	dtdp4addg	dTDP-4-amino-4-6-dideoxy-D-galactose	C16H26N3O14P2	-1	cytoplasm	C04268	6932	15952
dtdp4d6dg[c]	dtdp4d6dg	dTDP-4-dehydro-6-deoxy-D-glucose	C16H22N2O15P2	-2	cytoplasm	C00687	3956	16128
dtdp4d6dm[c]	dtdp4d6dm	dTDP-4-dehydro-6-deoxy-L-mannose	C16H22N2O15P2	-2	cytoplasm	C00688	3957	15744
dtdp[c]	dtdp	dTDP	C10H13N2O11P2	-3	cytoplasm	C00363	3654	18075
dtdpglu[c]	dtdpglu	dTDPglucose	C16H24N2O16P2	-2	cytoplasm	C00842	4099	15700
dtdprmn[c]	dtdprmn	dTDP-L-rhamnose	C16H24N2O15P2	-2	cytoplasm	C03319	6171	15774
dtmp[c]	dtmp	dTMP	C10H13N2O8P	-2	cytoplasm	C00364	3655	17013
dtmp[e]	dtmp	dTMP	C10H13N2O8P	-2	extra-organism	C00364	3655	17013
dtmp[p]	dtmp	dTMP	C10H13N2O8P	-2	periplasm	C00364	3655	17013
dttp[c]	dttp	dTTP	C10H13N2O14P3	-4	cytoplasm	C00459	3743	18077
dudp[c]	dudp	dUDP	C9H11N2O11P2	-3	cytoplasm	C01346	4551	28850
dump[c]	dump	dUMP	C9H11N2O8P	-2	cytoplasm	C00365	3656	17622
dump[e]	dump	dUMP	C9H11N2O8P	-2	extra-organism	C00365	3656	17622
dump[p]	dump	dUMP	C9H11N2O8P	-2	periplasm	C00365	3656	17622
duri[c]	duri	Deoxyuridine	C9H12N2O5	0	cytoplasm	C00526	3809	16450
duri[e]	duri	Deoxyuridine	C9H12N2O5	0	extra-organism	C00526	3809	16450
duri[p]	duri	Deoxyuridine	C9H12N2O5	0	periplasm	C00526	3809	16450
dutp[c]	dutp	dUTP	C9H11N2O14P3	-4	cytoplasm	C00460	3744	17625
dxyl5p[c]	dxyl5p	1-deoxy-D-xylulose-5-phosphate	C5H9O7P	-2	cytoplasm	C11437	13609	16493
dxyl[c]	dxyl	1-deoxy-D-xylulose	C5H10O4	0	cytoplasm	C06257	8496	28354
e4p[c]	e4p	D-Erythrose-4-phosphate	C4H7O7P	-2	cytoplasm	C00279	3574	48153
eca2und[p]	eca2und	enterobacterial-common-antigen-x2-undecaprenyl-diphosphate	C103H162N6O37P2	-4	periplasm			
eca3und[p]	eca3und	enterobacterial-common-antigen-x3-undecaprenyl-diphosphate	C127H198N9O52P2	-5	periplasm			
eca4colipa[e]	eca4colipa	enterobacterial-common-antigen-x4-core-oligosaccharide-lipid-A	C272H447N14O160P4	-15	extra-organism			
eca4colipa[p]	eca4colipa	enterobacterial-common-antigen-x4-core-oligosaccharide-lipid-A	C272H447N14O160P4	-15	periplasm			
eca4und[p]	eca4und	enterobacterial-common-antigen-x4-undecaprenyl-diphosphate	C151H234N12O67P2	-6	periplasm			
eig3p[c]	eig3p	D-erythro-1-Imidazol-4-yl-glycerol-3-phosphate	C6H9N2O6P	-2	cytoplasm	C04666	7249	17805
enlipa[e]	enlipa	phosphoethanolamine-KDO-2-lipid-A	C112H202N3O42P3	-6	extra-organism			
enlipa[p]	enlipa	phosphoethanolamine-KDO-2-lipid-A	C112H202N3O42P3	-6	periplasm			
enter[c]	enter	Enterochelin	C30H27N3O15	0	cytoplasm	C05821	8116	28855
enter[e]	enter	Enterochelin	C30H27N3O15	0	extra-organism	C05821	8116	28855
enter[p]	enter	Enterochelin	C30H27N3O15	0	periplasm	C05821	8116	28855
etha[c]	etha	Ethanolamine	C2H8NO	1	cytoplasm	C00189	3489	16000
