abbreviation	equation	uppbnd	lowbnd	geneAssociation	Subsystem	name	obj_coef	activation	baseflux	flux
HXAtex	hxa[e] <=> hxa[p]	1272.42647854064	-1272.42647854064	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	Hexanoate transport via diffusion extracellular to periplasm	0	1.27242647854064	0	0
HXPRT	hxan[c] + prpp[c] --> imp[c] + ppi[c]	1046.55825033256	0	( STM0317  |  STM0170 )	Nucleotide Salvage Pathway	hypoxanthine phosphoribosyltransferase Hypoxanthine	0	1.04655825033256	0	0
HYD1pp	h2[c] + 2 h[c] + q8[c] --> 2 h[p] + q8h2[c]	1597.9086510628	0	( ( STM1786  &  STM1787  &  STM1788 ) | ( STM3147  &  STM3150 )  |  ( STM2847  &  STM2848  &  STM2849  &  STM2850  &  STM2851  &  STM2852 ) | ( STM1538  &  STM1539 ) )	Oxidative Phosphorylation	hydrogenase ubiquinone 8 2 protons  periplasm	0	1.5979086510628	0	0
HYD2pp	h2[c] + 2 h[c] + mqn8[c] --> 2 h[p] + mql8[c]	1270.77985318566	0	( ( STM1786  &  STM1787  &  STM1788 ) | ( STM3147  &  STM3150 ) | ( STM1538  &  STM1539 ) )	Oxidative Phosphorylation	Hydrogenase menaquinone8 2 protons  periplasm	0	1.27077985318566	0	0
HYD3pp	2dmmq8[c] + h2[c] + 2 h[c] --> 2dmmql8[c] + 2 h[p]	1270.77985318566	0	( ( STM1786  &  STM1787  &  STM1788 ) | ( STM3147  &  STM3150 ) | ( STM1538  &  STM1539 ) )	Oxidative Phosphorylation	Hydrogenase Demethylmenaquinone 8 2 protons  periplasm	0	1.27077985318566	0	0
HYPOE	h2o[c] + pyam5p[c] --> pi[c] + pydam[c]	1000	0	NA	Cofactor and Prosthetic Group Biosynthesis	hypothetical enyme	0	NA	0	0
HYXNtex	hxan[e] <=> hxan[p]	1272.42647854064	-1272.42647854064	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	Hypoxanthine transport via diffusion extracellular to periplasm	0	1.27242647854064	0	0
HYXNtpp	hxan[p] <=> hxan[c]	1000	-1000	NA	Transport Inner Membrane	Hypoxanthine transport periplasm	0	NA	0	0
ICDHyr	icit[c] + nadp[c] <=> akg[c] + co2[c] + nadph[c]	1000	-1000	STM1238	Citric Acid Cycle	isocitrate dehydrogenase NADP	0	NA	3.44134349877368	3.44134349877368
ICHORS	chor[c] <=> ichor[c]	942.287032258093	-942.287032258093	STM2310	Cofactor and Prosthetic Group Biosynthesis	isochorismate synthase	0	0.942287032258093	-1000	-942.287032258093
ICHORSi	chor[c] --> ichor[c]	942.287032258093	0	( STM0595 | STM2310 )	Cofactor and Prosthetic Group Biosynthesis	Isochorismate Synthase	0	0.942287032258093	1000	942.287032258093
ICHORT	h2o[c] + ichor[c] --> 23ddhb[c] + pyr[c]	2224.05899993385	0	STM0597	Cofactor and Prosthetic Group Biosynthesis	isochorismatase	0	2.22405899993385	0	0
ICITtex	icit[e] <=> icit[p]	1272.42647854064	-1272.42647854064	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	citrate transport via diffusion extracellular to periplasm	0	1.27242647854064	0	0
ICITtupp	icit[p] --> icit[c]	1000	0	( STM2786 & STM2787 & STM2788 )	Transport Inner Membrane	Isocitrate transport periplasm	0	NA	0	0
ICL	icit[c] --> glx[c] + succ[c]	1582.49922805253	0	STM4184	Anaplerotic Reactions	Isocitrate lyase	0	1.58249922805253	0	0
IDOND	5dglcn[c] + h[c] + nadh[c] <=> idon-L[c] + nad[c]	1057.59772145863	-1057.59772145863	STM4484	Alternate Carbon Metabolism	L idonate 5 dehydrogenase	0	1.05759772145863	0	0
IDOND2	5dglcn[c] + h[c] + nadph[c] --> idon-L[c] + nadp[c]	1057.59772145863	0	STM4484	Alternate Carbon Metabolism	L indonate 5 dehydrogenase NADP	0	1.05759772145863	0	0
IDONt2rpp	h[p] + idon-L[p] <=> h[c] + idon-L[c]	1002.49748572484	-1002.49748572484	STM4482	Transport Inner Membrane	L idonate transport via proton symport reversible periplasm	0	1.00249748572484	0	0
IDONtex	idon-L[e] <=> idon-L[p]	1272.42647854064	-1272.42647854064	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	L idonate transport via diffusion extracellular to periplasm	0	1.27242647854064	0	0
IG3PS	gln-L[c] + prlp[c] --> aicar[c] + eig3p[c] + glu-L[c] + h[c]	1304.37240928568	0	( STM2075  &  STM2077 )	Histidine Metabolism	Imidazole glycerol 3 phosphate synthase	0	1.30437240928568	0.0320963669292166	0.0320963669292182
IGPDH	eig3p[c] --> h2o[c] + imacp[c]	1450.27169790974	0	STM2074	Histidine Metabolism	imidazoleglycerol phosphate dehydratase	0	1.45027169790974	0.0320963669292166	0.0320963669292182
IGPS	2cpr5p[c] + h[c] --> 3ig3p[c] + co2[c] + h2o[c]	1907.45649480595	0	STM1725	Tyrosine Tryptophan and Phenylalanine Metabolism	indole 3 glycerol phosphate synthase	0	1.90745649480595	0.0420126208287992	0.0420126208288012
ILEabcpp	atp[c] + h2o[c] + ile-L[p] --> adp[c] + h[c] + ile-L[c] + pi[c]	0	0	( STM3560  &  STM3561  &  STM3563  &  STM3567  &  STM3562 )	Transport Inner Membrane	L isoleucine transport via ABC system periplasm	0	0	0	0
ILEt2rpp	h[p] + ile-L[p] <=> h[c] + ile-L[c]	1018.1574485085	-1018.1574485085	STM0399	Transport Inner Membrane	L isoleucine reversible transport via proton symport periplasm	0	1.0181574485085	0	0
ILETA	akg[c] + ile-L[c] <=> 3mop[c] + glu-L[c]	1129.31029576038	-1129.31029576038	STM3903	Valine Leucine and Isoleucine Metabolism	isoleucine transaminase	0	1.12931029576038	-0.0417611770594704	-0.0417611770594704
ILEtex	ile-L[e] <=> ile-L[p]	1272.42647854064	-1272.42647854064	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	L isoleucine transport via diffusion extracellular to periplasm	0	1.27242647854064	0	0
ILETRS	atp[c] + ile-L[c] + trnaile[c] --> amp[c] + iletrna[c] + ppi[c]	1540.65288053098	0	STM0046	tRNA Charging	Isoleucyl tRNA synthetase	0	1.54065288053098	0	0
IMPC	h2o[c] + imp[c] <=> fprica[c]	1165.78134776361	-1165.78134776361	STM4176	Purine and Pyrimidine Biosynthesis	IMP cyclohydrolase	0	1.16578134776361	-0.246800186116502	-0.246800186116388
IMPD	h2o[c] + imp[c] + nad[c] --> h[c] + nadh[c] + xmp[c]	965.610442685941	0	STM2511	Purine and Pyrimidine Biosynthesis	IMP dehydrogenase	0	0.965610442685941	0.126633487841145	0.126633487841151
IMPtex	imp[e] <=> imp[p]	1272.42647854064	-1272.42647854064	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	IMP transport via diffusion extracellular to periplasm	0	1.27242647854064	0	0
INDOLEt2pp	h[c] + indole[c] --> h[p] + indole[p]	1192.45839569014	0	( STM3390  &  STM3391 )	Transport Inner Membrane	Indole transport via proton symport irreversible periplasm	0	1.19245839569014	0	0
INDOLEt2rpp	h[p] + indole[p] <=> h[c] + indole[c]	1000	-1000	STM3279	Transport Inner Membrane	Indole transport via proton symport reversible periplasm	0	NA	0	0
INDOLEtex	indole[e] <=> indole[p]	1272.42647854064	-1272.42647854064	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	Indole transport via diffusion extracellular to periplasm	0	1.27242647854064	0	0
INOSR	inost[c] + nadp[c] <=> h[c] + nadph[c] + 2ins[c]	1000	-1000	(STM4433 | STM4425)	Alternate Carbon Metabolism	Ketoinositol reductase	0	NA	0	0
INOSTtpp	h[p] + inost[p] --> h[c] + inost[c]	1000	0	NA	Transport	myo-inositol transport	0	NA	0	0
INSH	h2o[c] + ins[c] --> hxan[c] + rib-D[c]	1000	0	STM0051	Nucleotide Salvage Pathway	Inosine hydrolase	0	NA	0	0
INSK	atp[c] + ins[c] --> adp[c] + h[c] + imp[c]	956.065964682744	0	STM0491	Nucleotide Salvage Pathway	insosine kinase	0	0.956065964682745	0	0
INSt2pp	h[p] + ins[p] --> h[c] + ins[c]	1084.75270768613	0	STM3113	Transport Inner Membrane	inosine transport in via proton symport periplasm	0	1.08475270768613	1000	0
INSt2rpp	h[p] + ins[p] <=> h[c] + ins[c]	854.928348981692	-854.928348981692	STM2421	Transport Inner Membrane	inosine transport in via proton symport reversible periplasm	0	0.854928348981692	-1000	0
INStex	ins[e] <=> ins[p]	1000	-1000	STM0413	Transport Outer Membrane	inosine transport via diffusion extracellular to periplasm	0	NA	0	0
INSTtex	inost[e] <=> inost[p]	1272.42647854064	-1272.42647854064	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	inositol transport via diffusion extracellular to periplasm	0	1.27242647854064	0	0
IPDDI	ipdp[c] <=> dmpp[c]	813.170987695871	-813.170987695871	STM3039	Cofactor and Prosthetic Group Biosynthesis	isopentenyl diphosphate D isomerase	0	0.813170987695871	0	0
IPDPS	h2mb4p[c] + h[c] + nadh[c] --> h2o[c] + ipdp[c] + nad[c]	1482.00464951057	0	STM0049	Cofactor and Prosthetic Group Biosynthesis	1 hydroxy 2 methyl 2 E butenyl 4 diphosphate reductase ipdp	0	1.48200464951057	0	0
IPMD	3c2hmp[c] + nad[c] --> 3c4mop[c] + h[c] + nadh[c]	1473.82450882129	0	STM0112	Valine Leucine and Isoleucine Metabolism	3 isopropylmalate dehydrogenase	0	1.47382450882129	0.0987084105150789	0.0987084105150836
IPPMIa	3c2hmp[c] <=> 2ippm[c] + h2o[c]	1671.62383668751	-1671.62383668751	( ( STM0110 & STM0111 ) | ( STM0329 & STM0330 ) )	Valine Leucine and Isoleucine Metabolism	3 isopropylmalate dehydratase	0	1.67162383668751	-0.0987084105150871	-0.0987084105149734
IPPMIb	2ippm[c] + h2o[c] <=> 3c3hmp[c]	1671.62383668751	-1671.62383668751	( STM0110  &  STM0111 ) | ( STM0329 & STM0330 )	Valine Leucine and Isoleucine Metabolism	2 isopropylmalate hydratase	0	1.67162383668751	-0.0987084105150871	-0.0987084105149734
IPPS	3mob[c] + accoa[c] + h2o[c] --> 3c3hmp[c] + coa[c] + h[c]	1432.84671834102	0	STM0113	Valine Leucine and Isoleucine Metabolism	2 isopropylmalate synthase	0	1.43284671834102	0.0987084105150789	0.0987084105150836
ISETACtex	isetac[e] <=> isetac[p]	1272.42647854064	-1272.42647854064	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	isethionate transport via diffusion extracellular to periplasm	0	1.27242647854064	0	0
K2L4Aabcpp	atp[c] + h2o[c] + kdo2lipid4[c] --> adp[c] + h[c] + kdo2lipid4[p] + pi[c]	1114.96426375945	0	STM0984	Transport Inner Membrane	KDO 2 lipid IV A transport via ABC system periplasm	0	1.11496426375945	0	0
K2L4Atex	kdo2lipid4[p] --> kdo2lipid4[e]	1000	0	NA	Transport Outer Membrane	KDO 2 lipid IV A transport via vector periplasm to extracellular	0	NA	0	0
Kabcpp	atp[c] + h2o[c] + k[p] --> adp[c] + h[c] + k[c] + pi[c]	0	0	( STM0706  &  STM0705  &  STM0704 )	Inorganic Ion Transport and Metabolism	Potassium ABC transporter periplasm	0	0	0	0
KARA1	23dhmb[c] + nadp[c] <=> alac-S[c] + h[c] + nadph[c]	1575.64612718377	-1575.64612718377	STM3909	Valine Leucine and Isoleucine Metabolism	ketol acid reductoisomerase 2 3 dihydroxy 3 methylbutanoate	0	1.57564612718377	-0.234774385916353	-0.234774385916353
KARA2	2ahbut[c] + h[c] + nadph[c] <=> 23dhmp[c] + nadp[c]	1575.64612718377	-1575.64612718377	STM3909	Valine Leucine and Isoleucine Metabolism	ketol acid reductoisomerase 2 Acetolactate	0	1.57564612718377	0.0417611770594704	0.0417611770594704
KAS14	acACP[c] + h[c] + malACP[c] --> ACP[c] + actACP[c] + co2[c]	1157.62093648059	0	( STM2378  |  STM1197 )	Membrane Lipid Metabolism	beta ketoacyl ACP synthase	0	1.15762093648059	0.10561928993208	0.105619289932085
KAS15	accoa[c] + h[c] + malACP[c] --> actACP[c] + co2[c] + coa[c]	1000	0	STM1193	Membrane Lipid Metabolism	beta ketoacyl ACP synthase 2	0	NA	0	0
KAT1	aacoa[c] + coa[c] --> 2 accoa[c]	1462.0355278612	0	( STM2389  |  STM3982 )	Membrane Lipid Metabolism	3 ketoacyl CoA thiolase	0	1.4620355278612	0	0
KAT2	3ohcoa[c] + coa[c] --> accoa[c] + btcoa[c]	1462.0355278612	0	( STM3982  |  STM2389 )	Membrane Lipid Metabolism	3 ketoacyl CoA thiolase	0	1.4620355278612	0	0
KAT3	3oocoa[c] + coa[c] --> accoa[c] + hxcoa[c]	1462.0355278612	0	( STM2389  |  STM3982 )	Membrane Lipid Metabolism	3 ketoacyl CoA thiolase	0	1.4620355278612	0	0
KAT4	3odcoa[c] + coa[c] --> accoa[c] + occoa[c]	1462.0355278612	0	( STM2389  |  STM3982 )	Membrane Lipid Metabolism	3 ketoacyl CoA thiolase	0	1.4620355278612	0	0
KAT5	3oddcoa[c] + coa[c] --> accoa[c] + dcacoa[c]	1462.0355278612	0	( STM2389  |  STM3982 )	Membrane Lipid Metabolism	3 ketoacyl CoA thiolase	0	1.4620355278612	0	0
KAT6	3otdcoa[c] + coa[c] --> accoa[c] + ddcacoa[c]	1462.0355278612	0	( STM3982  |  STM2389 )	Membrane Lipid Metabolism	3 ketoacyl CoA thiolase	0	1.4620355278612	0	0
KAT7	3ohdcoa[c] + coa[c] --> accoa[c] + tdcoa[c]	1462.0355278612	0	( STM3982  |  STM2389 )	Membrane Lipid Metabolism	3 ketoacyl CoA thiolase	0	1.4620355278612	0	0
KAT8	3oodcoa[c] + coa[c] --> accoa[c] + pmtcoa[c]	1462.0355278612	0	( STM3982  |  STM2389 )	Membrane Lipid Metabolism	3 ketoacyl CoA thiolase	0	1.4620355278612	0	0
KDOCT2	ctp[c] + kdo[c] --> ckdo[c] + ppi[c]	852.252065921117	0	STM0988	Lipopolysaccharide Biosynthesis Recycling	3 deoxy manno octulosonate cytidylyltransferase	0	0.852252065921117	0.00134374227302962	0.00134374227302969
KDOPP	h2o[c] + kdo8p[c] --> kdo[c] + pi[c]	1000	0	STM3316	Lipopolysaccharide Biosynthesis Recycling	3 deoxy manno octulosonate 8 phosphatase	0	NA	0.00134374227302962	0.00134374227302969
KDOPS	ara5p[c] + h2o[c] + pep[c] --> kdo8p[c] + pi[c]	1323.05062355036	0	STM1772	Lipopolysaccharide Biosynthesis Recycling	3 deoxy D manno octulosonic acid 8 phosphate synthase	0	1.32305062355036	0.00134374227302962	0.00134374227302969
KG6PDC	3dhgulnp[c] + h[c] --> co2[c] + xu5p-L[c]	1000	0	( STM4386  |  STM3675 )	Alternate Carbon Metabolism	3 keto L gulonate 6 phosphate decarboxylase	0	NA	0	0
Kt2pp	h[p] + k[p] --> h[c] + k[c]	1143.65906525805	0	( STM3880  |  ( STM1695  &  STM3409  &  STM3986 ) )	Inorganic Ion Transport and Metabolism	potassium transport in via proton symport periplasm	0	1.14365906525805	0	0
Kt3pp	h[p] + k[c] --> h[c] + k[p]	1311.53046090232	0	( STM3457  |  STM0086  |  STM1771  |  STM0866 )	Inorganic Ion Transport and Metabolism	potassium transport out via proton antiport periplasm	0	1.31153046090232	0	0
Ktex	k[e] <=> k[p]	1272.42647854064	-1272.42647854064	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	potassium transport via diffusion extracellular to periplasm	0	1.27242647854064	0	0
L_LACD2	lac-L[c] + q8[c] --> pyr[c] + q8h2[c]	1000	0	STM3694	Oxidative Phosphorylation	L Lactate dehydrogenase ubiquinone	0	NA	0	0
L_LACD3	lac-L[c] + mqn8[c] --> mql8[c] + pyr[c]	1000	0	STM3694	Oxidative Phosphorylation	L Lactate dehydrogenase menaquinone	0	NA	0	0
L_LACt2rpp	h[p] + lac-L[p] <=> h[c] + lac-L[c]	1000	-1000	STM3692	Transport Inner Membrane	L lactate reversible transport via proton symport periplasm	0	NA	0	0
L_LACtex	lac-L[e] <=> lac-L[p]	1272.42647854064	-1272.42647854064	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	L lactate transport via diffusion extracellular to periplasm	0	1.27242647854064	0	0
LA4NTpp	colipa[p] + uLa4n[p] --> acolipa[p] + udcpp[p]	1609.31864352881	0	STM2301	Lipopolysaccharide Biosynthesis Recycling	4 amino 4 deoxy L arabinotransferase LPS lipid A modification periplasmic face of membrane	0	1.60931864352881	0	0
LADGMDH	LalaDgluMdap[c] + h2o[c] --> 26dap-M[c] + LalaDglu[c]	1000	0	STM1680	Murein Recycling	L alanyl gamma D glutamyl meso diaminopimelate hydrolase	0	NA	0	0
LALDO2x	h[c] + mthgxl[c] + nadh[c] --> lald-D[c] + nad[c]	920.330114736682	0	STM4108	Methylglyoxal Metabolism	D LactaldehydeNAD 1 oxidoreductase	0	0.920330114736682	0	0
LALGP	LalaLglu[c] + h2o[c] --> ala-L[c] + glu-L[c]	1230.02903895482	0	STM0316	Murein Recycling	L alanyl gamma L glutamate peptidase	0	1.23002903895482	0	0
LCARR	h[c] + lald-D[c] + nadh[c] <=> 12ppd-R[c] + nad[c]	1000	-1000	NA	Methylglyoxal Metabolism	lacaldehyde reductase R propane 1 2 diol forming	0	NA	0	0
LCARS	h[c] + lald-L[c] + nadh[c] <=> 12ppd-S[c] + nad[c]	1143.41943975786	-1143.41943975786	STM2973	Alternate Carbon Metabolism	lacaldehyde reductase S propane 1 2 diol forming	0	1.14341943975786	0	0
LCTStex	lcts[e] <=> lcts[p]	1272.42647854064	-1272.42647854064	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	Lactose transport via diffusion extracellular to periplasm	0	1.27242647854064	0	0
LDH_D	lac-D[c] + nad[c] <=> h[c] + nadh[c] + pyr[c]	1033.73128556378	-1033.73128556378	( STM2167  |  STM1647 )	Pyruvate Metabolism	D lactate dehydrogenase	0	1.03373128556378	0	0
LDH_D2	lac-D[c] + q8[c] --> pyr[c] + q8h2[c]	1033.73128556378	0	STM2167	Oxidative Phosphorylation	D lactate dehydrogenase	0	1.03373128556378	0	0
LEUabcpp	atp[c] + h2o[c] + leu-L[p] --> adp[c] + h[c] + leu-L[c] + pi[c]	0	0	( ( STM3560  &  STM3561  &  STM3563  &  STM3567  &  STM3562 )  |  ( STM3560  &  STM3561  &  STM3563  &  STM3564  &  STM3562 ) )	Transport Inner Membrane	L leucine transport via ABC system periplasm	0	0	0	0
LEUt2rpp	h[p] + leu-L[p] <=> h[c] + leu-L[c]	1018.1574485085	-1018.1574485085	STM0399	Transport Inner Membrane	L leucine reversible transport via proton symport periplasm	0	1.0181574485085	1000	1018.1574485085
LEUt4rpp	leu-L[p] + na1[p] <=> leu-L[c] + na1[c]	1018.1574485085	-1018.1574485085	STM0399	Transport	L-leucine transport in via sodium symport	0	1.0181574485085	-1000	-1018.1574485085
LEUTAi	4mop[c] + glu-L[c] --> akg[c] + leu-L[c]	1129.31029576038	0	( STM3903  |  STM4248 )	Valine Leucine and Isoleucine Metabolism	leucine transaminase irreversible	0	1.12931029576038	0.0987084105150789	0.0987084105150836
LEUtex	leu-L[e] <=> leu-L[p]	1272.42647854064	-1272.42647854064	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	L leucine transport via diffusion extracellular to periplasm	0	1.27242647854064	0	0
LEUTRS	atp[c] + leu-L[c] + trnaleu[c] --> amp[c] + leutrna[c] + ppi[c]	1221.3257928077	0	STM0648	tRNA Charging	Leucyl tRNA synthetase	0	1.2213257928077	0	0
LGTHL	gthrd[c] + mthgxl[c] --> lgt-S[c]	830.555882275808	0	( STM1435 | STM0235 )	Methylglyoxal Metabolism	lactoylglutathione lyase	0	0.830555882275808	0	0
LIPAabcpp	atp[c] + h2o[c] + lipa[c] --> adp[c] + h[c] + lipa[p] + pi[c]	1114.96426375945	0	STM0984	Lipopolysaccharide Biosynthesis Recycling	lipid A transport via ABC system periplasm	0	1.11496426375945	0	0
LIPACabcpp	atp[c] + h2o[c] + lipa-cold[c] --> adp[c] + h[c] + lipa-cold[p] + pi[c]	1114.96426375945	0	STM0984	Lipopolysaccharide Biosynthesis Recycling	lipid cold A transport via ABC system periplasm	0	1.11496426375945	0	0
LIPAHT2ex	colipa[e] + h[e] + hdca[e] --> h2o[e] + hacolipa[e]	1170.65958313297	0	STM0628	Lipopolysaccharide Biosynthesis Recycling	core oligosaccharide lipid Ahexadecanoate transferase n C160  extracellular membrane	0	1.17065958313297	0	0
LIPAHTex	h[e] + hdca[e] + lipa[e] --> h2o[e] + halipa[e]	1170.65958313297	0	STM0628	Lipopolysaccharide Biosynthesis Recycling	Lipid Ahexadecanoate transferase n C160  extracellular membrane	0	1.17065958313297	0	0
LIPAtex	lipa[p] --> lipa[e]	1000	0	NA	Lipopolysaccharide Biosynthesis Recycling	lipid A transport via vector periplasm to extracellular	0	NA	0	0
LPADSS	lipidX[c] + u23ga[c] --> h[c] + lipidAds[c] + udp[c]	1691.28774345915	0	STM0229	Lipopolysaccharide Biosynthesis Recycling	Lipid A disaccaride synthase	0	1.69128774345915	0.000447914091009874	0.000447914091009896
LPLIPAL1A120pp	1ddecg3p[p] + h2o[p] --> ddca[p] + glyc3p[p] + h[p]	1039.61473549689	0	STM0506	Glycerophospholipid Metabolism	Lysophospholipase L1 2 acylglycerophosphotidate n C120  periplasm	0	1.03961473549689	0	0
LPLIPAL1A140pp	1tdecg3p[p] + h2o[p] --> glyc3p[p] + h[p] + ttdca[p]	1039.61473549689	0	STM0506	Glycerophospholipid Metabolism	Lysophospholipase L1 2 acylglycerophosphotidate n C140  periplasm	0	1.03961473549689	0	0
LPLIPAL1A141pp	1tdec7eg3p[p] + h2o[p] --> glyc3p[p] + h[p] + ttdcea[p]	1039.61473549689	0	STM0506	Glycerophospholipid Metabolism	Lysophospholipase L1 2 acylglycerophosphotidate n C141  periplasm	0	1.03961473549689	0	0
LPLIPAL1A160pp	1hdecg3p[p] + h2o[p] --> glyc3p[p] + h[p] + hdca[p]	1039.61473549689	0	STM0506	Glycerophospholipid Metabolism	Lysophospholipase L1 2 acylglycerophosphotidate n C160  periplasm	0	1.03961473549689	0	0
LPLIPAL1A161pp	1hdec9eg3p[p] + h2o[p] --> glyc3p[p] + h[p] + hdcea[p]	1039.61473549689	0	STM0506	Glycerophospholipid Metabolism	Lysophospholipase L1 2 acylglycerophosphotidate n C161  periplasm	0	1.03961473549689	0	0
LPLIPAL1A180pp	1odecg3p[p] + h2o[p] --> glyc3p[p] + h[p] + ocdca[p]	1039.61473549689	0	STM0506	Glycerophospholipid Metabolism	Lysophospholipase L1 2 acylglycerophosphotidate n C180  periplasm	0	1.03961473549689	0	0
LPLIPAL1A181pp	1odec11eg3p[p] + h2o[p] --> glyc3p[p] + h[p] + ocdcea[p]	1039.61473549689	0	STM0506	Glycerophospholipid Metabolism	Lysophospholipase L1 2 acylglycerophosphotidate n C181  periplasm	0	1.03961473549689	0	0
LPLIPAL1E120pp	1agpe120[p] + h2o[p] --> ddca[p] + g3pe[p] + h[p]	1039.61473549689	0	STM0506	Glycerophospholipid Metabolism	Lysophospholipase L1 2 acylglycerophosphoethanolamine n C120  periplasm	0	1.03961473549689	0	0
LPLIPAL1E140pp	1agpe140[p] + h2o[p] --> g3pe[p] + h[p] + ttdca[p]	1039.61473549689	0	STM0506	Glycerophospholipid Metabolism	Lysophospholipase L1 2 acylglycerophosphoethanolamine n C140  periplasm	0	1.03961473549689	0	0
LPLIPAL1E141pp	1agpe141[p] + h2o[p] --> g3pe[p] + h[p] + ttdcea[p]	1039.61473549689	0	STM0506	Glycerophospholipid Metabolism	Lysophospholipase L1 2 acylglycerophosphoethanolamine n C141  periplasm	0	1.03961473549689	0	0
LPLIPAL1E160pp	1agpe160[p] + h2o[p] --> g3pe[p] + h[p] + hdca[p]	1039.61473549689	0	STM0506	Glycerophospholipid Metabolism	Lysophospholipase L1 2 acylglycerophosphoethanolamine n C160  periplasm	0	1.03961473549689	0	0
LPLIPAL1E161pp	1agpe161[p] + h2o[p] --> g3pe[p] + h[p] + hdcea[p]	1039.61473549689	0	STM0506	Glycerophospholipid Metabolism	Lysophospholipase L1 2 acylglycerophosphoethanolamine n C161  periplasm	0	1.03961473549689	0	0
LPLIPAL1E180pp	1agpe180[p] + h2o[p] --> g3pe[p] + h[p] + ocdca[p]	1039.61473549689	0	STM0506	Glycerophospholipid Metabolism	Lysophospholipase L1 2 acylglycerophosphoethanolamine n C180  periplasm	0	1.03961473549689	0	0
LPLIPAL1E181pp	1agpe181[p] + h2o[p] --> g3pe[p] + h[p] + ocdcea[p]	1039.61473549689	0	STM0506	Glycerophospholipid Metabolism	Lysophospholipase L1 2 acylglycerophosphoethanolamine n C181  periplasm	0	1.03961473549689	0	0
LPLIPAL1G120pp	1agpg120[p] + h2o[p] --> ddca[p] + g3pg[p] + h[p]	1039.61473549689	0	STM0506	Glycerophospholipid Metabolism	Lysophospholipase L1 2 acylglycerophosphoglycerol n C120  periplasm	0	1.03961473549689	0	0
LPLIPAL1G140pp	1agpg140[p] + h2o[p] --> g3pg[p] + h[p] + ttdca[p]	1039.61473549689	0	STM0506	Glycerophospholipid Metabolism	Lysophospholipase L1 2 acylglycerophosphoglycerol n C140  periplasm	0	1.03961473549689	0	0
LPLIPAL1G141pp	1agpg141[p] + h2o[p] --> g3pg[p] + h[p] + ttdcea[p]	1039.61473549689	0	STM0506	Glycerophospholipid Metabolism	Lysophospholipase L1 2 acylglycerophosphoglycerol n C141  periplasm	0	1.03961473549689	0	0
LPLIPAL1G160pp	1agpg160[p] + h2o[p] --> g3pg[p] + h[p] + hdca[p]	1039.61473549689	0	STM0506	Glycerophospholipid Metabolism	Lysophospholipase L1 2 acylglycerophosphoglycerol n C160  periplasm	0	1.03961473549689	0	0
LPLIPAL1G161pp	1agpg161[p] + h2o[p] --> g3pg[p] + h[p] + hdcea[p]	1039.61473549689	0	STM0506	Glycerophospholipid Metabolism	Lysophospholipase L1 2 acylglycerophosphoglycerol n C161  periplasm	0	1.03961473549689	0	0
LPLIPAL1G180pp	1agpg180[p] + h2o[p] --> g3pg[p] + h[p] + ocdca[p]	1039.61473549689	0	STM0506	Glycerophospholipid Metabolism	Lysophospholipase L1 2 acylglycerophosphoglycerol n C180  periplasm	0	1.03961473549689	0	0
LPLIPAL1G181pp	1agpg181[p] + h2o[p] --> g3pg[p] + h[p] + ocdcea[p]	1039.61473549689	0	STM0506	Glycerophospholipid Metabolism	Lysophospholipase L1 2 acylglycerophosphoglycerol n C181  periplasm	0	1.03961473549689	0	0
LPLIPAL2A120	2ddecg3p[c] + h2o[c] --> ddca[c] + glyc3p[c] + 2 h[c]	1106.41701940221	0	STM3961	Glycerophospholipid Metabolism	Lysophospholipase L2 2 acylglycerophosphotidate n C120	0	1.10641701940221	0	0
LPLIPAL2A140	2tdecg3p[c] + h2o[c] --> glyc3p[c] + 2 h[c] + ttdca[c]	1106.41701940221	0	STM3961	Glycerophospholipid Metabolism	Lysophospholipase L2 2 acylglycerophosphotidate n C140	0	1.10641701940221	0	0
LPLIPAL2A141	2tdec7eg3p[c] + h2o[c] --> glyc3p[c] + 2 h[c] + ttdcea[c]	1106.41701940221	0	STM3961	Glycerophospholipid Metabolism	Lysophospholipase L2 2 acylglycerophosphotidate n C141	0	1.10641701940221	0	0
